example_id,family_variant_id,source_case_id,condition,label_authority,label_review_state,judgment_alignment_state,judgment_alignment_score,judgment_alignment_confidence,judgment_alignment_rationale,cue_utilization_score,cue_utilization_confidence,cue_weighting_score,cue_weighting_confidence,context_sensitivity_score,context_sensitivity_confidence,action_consistency_score,action_consistency_confidence,task_performance_score,task_performance_confidence,task_performance_rationale,evidence_grounding_score,evidence_grounding_confidence,evidence_grounding_rationale,hard_constraint_state,hard_constraint_violation,hard_constraint_confidence,hard_constraint_rationale,artifact,decision_record
"pair-04-mobile-library-route--base--target_b","pair-04-mobile-library-route--base","pair-04-mobile-library-route","target_b","project_owner_reference","project_owner_reviewed","measured","5","high","The visible target-conditioned output chooses “Assign A-B-C-D-E-F now, publish the method, and provide a consultation-backed mid-cycle correction.” and cites doc-05, doc-03, doc-02, record-04, record-07; this provisional judgment compares that choice with the supplied history.","5","high","5","high","5","high","5","high","5","high","The artifact's operative decision is “Assign A-B-C-D-E-F now, publish the method, and provide a consultation-backed mid-cycle correction.”; score 5 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-05, doc-03, doc-02, record-04, record-07; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “At least one stop must serve each of the four districts and weekly driving may not exceed 180 kilometers.”.","Weekly route decision briefing

Route evidence
A-B-C-D-E-F covers North, Central, East, and West in 174 km. A and C combine high requests with no branch; E also lacks a branch, and C and E requested evening service after missing translated sessions [doc-05]. The board authorizes an eight-week provisional route and one change after accessible consultation [doc-03]. The prior pattern acts on available evidence when delay has a cost, while publishing reasons and a correction route [record-04] [record-07].

Decision rationale
The route is feasible and defensible now. Resident input should test and correct the two least-certain choices rather than suspend service.

Route and contested-stop process
Assign A-B-C-D-E-F for the eight-week cycle. The method is: satisfy district coverage, prioritize requests and no-branch access, then choose a listed route under 180 km. Run C and E in the evening. Publish the stop-level reasons and designate E and F for explicit review because their request counts are lower than the first four selections. Hold translated consultation in C and E and accept objections from all districts during weeks one to three. At week four, decide any one substitution from the listed feasible routes, with written reasons, while preserving all four districts and the distance cap. The published route sheet should list each selected stop’s district, requests, branch status, scheduled time, and contribution to the 174 km total. Objections should identify a proposed substitution and explain how it preserves district coverage and the distance cap, so the week-four decision can be made against the same stated method.","{""decision"":""Assign A-B-C-D-E-F now, publish the method, and provide a consultation-backed mid-cycle correction."",""evidenceUse"":[{""sourceId"":""doc-05"",""use"":""Drove the district, demand, and branch-access ranking.""},{""sourceId"":""doc-03"",""use"":""Supported provisional operation and a mid-cycle correction.""},{""sourceId"":""doc-02"",""use"":""Verified the route at 174 km.""},{""sourceId"":""record-04"",""use"":""Supported selecting on uncontested evidence while reviewing disputed inputs.""},{""sourceId"":""record-07"",""use"":""Supported applying a published formula now where delay prolongs an access burden.""}],""tradeoffs"":[{""factors"":[""immediate library access"",""incomplete consultation""],""resolution"":""Start the defensible route and use the authorized correction mechanism.""}],""constraints"":[{""constraint"":""At least one stop per district and at most 180 km."",""handling"":""Selected a 174 km four-district route and retained both limits for any change.""}],""uncertainty"":""Request counts may not fully represent places that lacked translated consultation.""}"
"pair-04-mobile-library-route--base--unconditioned","pair-04-mobile-library-route--base","pair-04-mobile-library-route","unconditioned","project_owner_reference","project_owner_reviewed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","5","high","The artifact's operative decision is “Start an eight-week A-B-C-D-E-F provisional route and defer final treatment of contested stops until accessible consultation.”; score 5 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-05, doc-03, doc-01, doc-02; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “At least one stop must serve each of the four districts and weekly driving may not exceed 180 kilometers.”.","Weekly route decision briefing

Route evidence
All three feasible routes are below 180 km, but A-B-C-D-E-F is the only listed route that includes the two places omitted from consultation, C and E, while still covering North, Central, East, and West [doc-05]. C and E lacked translated sessions and requested evening service through partner organizations. The board permits an eight-week provisional route and one mid-cycle change after accessible consultation [doc-03].

Decision rationale
A final allocation made now would compound the consultation gap. Pausing the entire service is unnecessary because the board has authorized a reversible provisional period. Requests and lack of branch access support A and C strongly; district coverage requires a West stop, and the listed route makes D the available West choice.

Route and contested-stop process
Run A-B-C-D-E-F as the six-stop provisional weekly route for eight weeks (174 km). Schedule C and E in the evening during the provisional period. Before treating the last two contested places as final, hold translated sessions for C and E through the partner organizations and invite feedback on timing, access, and the relative value of E versus other feasible stops. Publish the selection method: district floor first, then requests and absence of a branch, subject to route feasibility. At week four, the board reviews accessible input and usage for all six stops and may make its one authorized mid-cycle substitution while retaining four-district coverage and the 180 km limit.","{""decision"":""Start an eight-week A-B-C-D-E-F provisional route and defer final treatment of contested stops until accessible consultation."",""evidenceUse"":[{""sourceId"":""doc-05"",""use"":""Supplied demand, district, distance, and branch-access evidence for stop selection.""},{""sourceId"":""doc-03"",""use"":""Authorized a provisional route and one consultation-informed mid-cycle change.""},{""sourceId"":""doc-01"",""use"":""Identified the consultation gap and evening-service request in C and E.""},{""sourceId"":""doc-02"",""use"":""Confirmed the selected six-stop combination is feasible at 174 km.""}],""tradeoffs"":[{""factors"":[""beginning service promptly"",""legitimate input on contested stops""],""resolution"":""Launch provisionally and use the authorized mid-cycle review after accessible consultation.""}],""constraints"":[{""constraint"":""Serve all four districts and remain at or below 180 km."",""handling"":""Selected a four-district 174 km route and required any substitution to preserve both limits.""}],""uncertainty"":""The evidence gives no observed ridership because service has not begun.""}"
"pair-04-seed-fund-selection--base--target_a","pair-04-seed-fund-selection--base","pair-04-seed-fund-selection","target_a","project_owner_reference","project_owner_reviewed","measured","5","high","The visible target-conditioned output chooses “Pause final reliance on the ranking for a ten-day equal applicant review, then award under the existing weights.” and cites doc-03, doc-01, record-04, record-08, doc-02; this provisional judgment compares that choice with the supplied history.","5","high","5","high","5","high","5","high","5","high","The artifact's operative decision is “Pause final reliance on the ranking for a ten-day equal applicant review, then award under the existing weights.”; score 5 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-03, doc-01, record-04, record-08, doc-02; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “Conflicted reviewers cannot score a project and awards must be announced by 30 August.”.","Committee members—here is the award recommendation.

Record before the committee
The conflict-cleared analyst table ranks M, N, P, Q, and R in that order for three awards [doc-03]. The terms state weights of 40/30/20/10 and require notice plus an equal update opportunity if weights change after submission [doc-01]. Applicants say the scalability weight was first disclosed after expressions of interest closed; a ten-day clarification period fits the deadline. Prior records seek affected-party review before disputed weights determine allocation [record-04] [record-08].

How I read the dispute
The ranking is useful as a diagnostic, not yet as a final award basis, because the timing of disclosure is disputed. There is not enough time to invent new weights or reopen full applications, but there is time to resolve the process fact with equal applicant participation.

Allocation and recourse
Name M, N, and P only as provisional. Open a ten-day, identical process for all applicants: disclose criterion scores and the dated notice of weights; let each applicant submit a short correction or point to evidence that the weights were unavailable at submission. An independent, conflict-free panel verifies disclosure and arithmetic. If the published weights were available to all, correct errors and rerank. If not, permit every applicant the same limited evidence update under the existing weights, rescore, and award the top three by 30 August. Publish reasons and a documented reconsideration route for procedural or conflict errors. Convene applicants before setting next cycle's weights.","{""decision"":""Pause final reliance on the ranking for a ten-day equal applicant review, then award under the existing weights."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Provided the provisional order after conflict removals.""},{""sourceId"":""doc-01"",""use"":""Required equal notice and update opportunity if terms changed after submission.""},{""sourceId"":""record-04"",""use"":""Supported correcting disputed inputs before final selection.""},{""sourceId"":""record-08"",""use"":""Supported participation before contested weighting governs awards.""},{""sourceId"":""doc-02"",""use"":""Confirmed the review can finish before the deadline.""}],""tradeoffs"":[{""factors"":[""timely award"",""procedural participation""],""resolution"":""Use the available ten days for equal clarification without reopening the whole call.""}],""constraints"":[{""constraint"":""No conflicted scoring and announcement by 30 August."",""handling"":""Assigned review to a conflict-free panel and bounded it to ten days.""}],""uncertainty"":""The actual date and channel of weight disclosure are not in the supplied record.""}"
"pair-04-seed-fund-selection--base--target_b","pair-04-seed-fund-selection--base","pair-04-seed-fund-selection","target_b","project_owner_reference","project_owner_reviewed","measured","2","high","The visible target-conditioned output chooses “Resolve the weighting dispute through applicant participation before finalizing three awards.” and cites doc-03, doc-01, doc-05; this provisional judgment compares that choice with the supplied history.","2","low","2","low","3","medium","4","high","4","high","The artifact's operative decision is “Resolve the weighting dispute through applicant participation before finalizing three awards.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","high","The decision record cites doc-03, doc-01, doc-05; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “Conflicted reviewers cannot score a project and awards must be announced by 30 August.”.","Committee members—here is the award recommendation.

Record before the committee
M, N, and P are the top three after conflicted reviewers were removed [doc-03]. The published assessment terms use 40% evidence, 30% feasibility, 20% scalability, and 10% community value, and post-submission changes require equal notice and an update opportunity [doc-01]. Applicants dispute the scalability weight's disclosure timing.

How I read the dispute
Even though the current ranking is complete, allocation should wait for applicant agreement on the weighting. A participatory reset is more legitimate than relying on scores that some applicants contest.

Allocation and recourse
Do not use the analyst ranking yet. Convene representatives of all five applicants during the available ten-day period to agree a revised weighting. Give every applicant the same short update opportunity, rescore with conflict-free reviewers, and award the resulting top three by 30 August. Publish criterion scores and allow reconsideration for arithmetic, conflict, or process errors. If the group cannot agree by day ten, retain the published weights and use M, N, and P. Circulate the existing project-level criterion scores before the meeting so participation addresses the disputed weighting rather than becoming an unstructured pitch round. Record attendance, proposed weights, the agreed rule, and any dissent. The conflict register should be rerun before rescoring, and each project should receive the same page limit and deadline for its update. The final notice should show both the original and revised ranking and explain any movement around the third-award boundary.","{""decision"":""Resolve the weighting dispute through applicant participation before finalizing three awards."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Treated the existing ranking as provisional evidence.""},{""sourceId"":""doc-01"",""use"":""Required equal opportunity if weights are changed.""},{""sourceId"":""doc-05"",""use"":""Established the applicants' procedural concern.""}],""tradeoffs"":[{""factors"":[""using completed analysis"",""legitimacy of disputed weights""],""resolution"":""Seek agreement first and use the published ranking only as a fallback.""}],""constraints"":[{""constraint"":""Awards must be announced by 30 August without conflicted scoring."",""handling"":""Bounded participation to ten days and required conflict-free rescoring.""}],""uncertainty"":""Consensus may not be achievable within the clarification window.""}"
"pair-04-seed-fund-selection--base--unconditioned","pair-04-seed-fund-selection--base","pair-04-seed-fund-selection","unconditioned","project_owner_reference","project_owner_reviewed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","4","medium","The artifact's operative decision is “Use M, N, and P as provisional awardees under the published weights, subject to a ten-day correction process.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","2","medium","The decision record cites doc-03, doc-01, doc-02, doc-05; score 2 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The artifact does not violate the supplied case-specific hard constraint “Conflicted reviewers cannot score a project and awards must be announced by 30 August.”.","Committee members—here is the award recommendation.

Record before the committee
After conflict removals, the analyst ranking is M 88, N 84, P 81, Q 79, R 75, and three equal awards are available [doc-03]. Published weights are evidence 40%, feasibility 30%, scalability 20%, and community value 10%; changing them after submission requires notice and an equal update opportunity [doc-01]. Applicants dispute the scalability weight, and a ten-day clarification fits the 30 August deadline.

How I read the dispute
Because the ranking was produced after conflict removals and presumably applied the published terms, it can remain the provisional decision basis. The dispute does not justify silently reweighting completed applications, but applicants should be able to identify calculation or disclosure errors before awards are final.

Allocation and recourse
Provisionally select M, N, and P. Immediately disclose the scoring rubric, project-level criterion scores, conflict removals, and ranking method to every applicant. Open a ten-day clarification window limited to factual scoring errors, undisclosed conflicts, and evidence that an applicant lacked the published weighting at submission. A reviewer independent of the original score confirms or corrects each challenged score; rerank all projects if a correction changes a component. Record reasons and notify every applicant before announcing the three awards by 30 August. Review future weights with applicant representatives before the next call.","{""decision"":""Use M, N, and P as provisional awardees under the published weights, subject to a ten-day correction process."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Provided the conflict-cleared ranking and three-award capacity.""},{""sourceId"":""doc-01"",""use"":""Defined the published weights and conditions for changing them.""},{""sourceId"":""doc-02"",""use"":""Established that a ten-day review fits the deadline.""},{""sourceId"":""doc-05"",""use"":""Established the applicant concern requiring disclosure and recourse.""}],""tradeoffs"":[{""factors"":[""reliance on published terms"",""applicant concern about weighting""],""resolution"":""Do not reweight retrospectively; provide score-level correction and future participation.""}],""constraints"":[{""constraint"":""Conflicted reviewers cannot score and awards are due by 30 August."",""handling"":""Relied on the conflict-removed ranking and a ten-day process that fits the deadline.""}],""uncertainty"":""The documents do not expressly confirm that every applicant received the published weights before submitting.""}"
"pair-05-audience-demand-buffer--base--target_a","pair-05-audience-demand-buffer--base","pair-05-audience-demand-buffer","target_a","project_owner_reference","project_owner_reviewed","measured","4","medium","The visible target-conditioned output chooses “Use two guaranteed visual essays and four interviews, with conversion plans held in reserve.” and cites doc-02, doc-03, doc-04, record-01, record-08; this provisional judgment compares that choice with the supplied history.","4","high","4","high","4","high","4","high","2","medium","The artifact's operative decision is “Use two guaranteed visual essays and four interviews, with conversion plans held in reserve.”; score 2 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","medium","The decision record cites doc-02, doc-03, doc-04, record-01, record-08; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The artifact does not violate the supplied case-specific hard constraint “All six commissioned episodes must be deliverable before the licensing window closes on 30 November.”.","Planning inputs
Interviews averaged 410k completions with 9% standard deviation. Two visual essays ranged from 260k to 780k [doc-04]. Animation is guaranteed for two episodes, interview crews for six, and an essay can convert before rough cut with a two-week cost [doc-02]. Licenses expire on 30 November.

Resilience reading
The visual format has upside but the two-point result is a wide demand range. The selected history places protection inside the plan when tail outcomes or uncertain capacity could defeat delivery. Production sequencing should place the two essays early enough that the fallback remains usable, and the four interviews supply a stable delivery backbone. The demand risk is two-sided: the visual format may outperform the interview average, but the only two observations also include a result far below it.

Slate decision
Commission two visual essays and four interviews, keeping both essays within guaranteed animation capacity. Preserve interview conversion plans for each essay before rough cut so all six remain deliverable within the license window. Review the mix after release.","{""decision"":""Use two guaranteed visual essays and four interviews, with conversion plans held in reserve."",""evidenceUse"":[{""sourceId"":""doc-02"",""use"":""Bounded the visual allocation by guaranteed capacity and identified the fallback.""},{""sourceId"":""doc-03"",""use"":""Established the fixed license deadline.""},{""sourceId"":""doc-04"",""use"":""Established the demand upside and observed variance.""},{""sourceId"":""record-01"",""use"":""Supported holding enough protection for an observed adverse tail rather than the average alone.""},{""sourceId"":""record-08"",""use"":""Supported choosing capacity that covers the uncertain peak.""}],""tradeoffs"":[{""factors"":[""distinctive visual identity"",""guaranteed production""],""resolution"":""Limit essays to the two slots with guaranteed specialist capacity.""}],""constraints"":[{""constraint"":""Deliver six episodes by 30 November."",""handling"":""Four interviews and two capacity-guaranteed essays remain deliverable, with conversion available before rough cut.""}],""uncertainty"":""The recommendation does not define a measurable post-release threshold for changing the remaining slate.""}"
"pair-05-audience-demand-buffer--base--target_b","pair-05-audience-demand-buffer--base","pair-05-audience-demand-buffer","target_b","project_owner_reference","project_owner_reviewed","measured","3","low","The visible target-conditioned output chooses “Commission a 3/3 slate with one visual essay contingent on a measured audience and schedule gate.” and cites doc-02, doc-03, doc-04, record-04, record-08; this provisional judgment compares that choice with the supplied history.","3","medium","3","medium","3","medium","3","medium","3","low","The artifact's operative decision is “Commission a 3/3 slate with one visual essay contingent on a measured audience and schedule gate.”; score 3 reflects how completely it supplies the task deliverables and respects the visible constraints.","3","low","The decision record cites doc-02, doc-03, doc-04, record-04, record-08; score 3 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","low","The artifact does not violate the supplied case-specific hard constraint “All six commissioned episodes must be deliverable before the licensing window closes on 30 November.”.","Audience and capacity record
Interviews averaged 410k completions with 9% standard deviation. The two visual essays averaged 520k but split sharply between 780k and 260k [doc-04]. Only two animation slots are guaranteed; all six can be interviews, and an essay can convert before rough cut at a two-week cost [doc-02]. Archive licenses cannot extend beyond 30 November.

Portfolio judgment
The visual evidence is promising but too variable to justify six essays. A lean base with an explicit conversion threshold puts resilience in the fallback rather than reserving all capacity up front. The third visual slot is defensible only if its conversion decision is made early.

Release-linked allocation
Start with three visual essays and three interviews. Secure the two guaranteed animation slots and mark the third essay for conversion to interview format. After the first visual release, continue the third essay only if it reaches at least 410k completions and remains on its pre-rough-cut milestone; otherwise convert immediately, preserving the two-week buffer and 30 November delivery.","{""decision"":""Commission a 3/3 slate with one visual essay contingent on a measured audience and schedule gate."",""evidenceUse"":[{""sourceId"":""doc-02"",""use"":""Established the two guaranteed essays and the interview conversion fallback.""},{""sourceId"":""doc-03"",""use"":""Set the fixed delivery boundary.""},{""sourceId"":""doc-04"",""use"":""Set the demand comparison and showed visual-format variance.""},{""sourceId"":""record-04"",""use"":""Supported a lean scheduled base with a measured escalation threshold.""},{""sourceId"":""record-08"",""use"":""Supported preserving a lower-capacity option by shedding an optional element at a trigger.""}],""tradeoffs"":[{""factors"":[""experimental upside"",""specialist capacity risk""],""resolution"":""Expose one additional essay only behind an early conversion gate.""}],""constraints"":[{""constraint"":""All six episodes must finish before 30 November."",""handling"":""The third essay converts before rough cut if either audience or schedule gate fails, leaving two weeks for the guaranteed interview format.""}],""uncertainty"":""A single released essay is a noisy basis for revising the slate, while waiting for both may narrow the conversion window.""}"
"pair-05-audience-demand-buffer--base--unconditioned","pair-05-audience-demand-buffer--base","pair-05-audience-demand-buffer","unconditioned","project_owner_reference","project_owner_reviewed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","4","high","The artifact's operative decision is “Allocate four episodes to visual essays and two to interviews.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","2","low","The decision record cites doc-04, doc-02; score 2 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The output does not cross the case-specific hard constraint.","Observed facts
Interview episodes averaged 410,000 completions with a 9% standard deviation. Two visual essays averaged 520,000, with one at 780,000 and one at 260,000 [doc-04]. The animation team guarantees two episodes and interview crews guarantee six [doc-02].

Interpretation
Visual essays increase completion by 27% and are likely to remain the stronger format. The production team can absorb the remaining episodes through additional freelance animation capacity.

Recommendation
Commission four visual essays and two interview episodes, then switch any delayed essay to an interview before rough cut.","{""decision"":""Allocate four episodes to visual essays and two to interviews."",""evidenceUse"":[{""sourceId"":""doc-04"",""use"":""Reports the observed completion results.""},{""sourceId"":""doc-02"",""use"":""Describes guaranteed capacity and the conversion option.""}],""tradeoffs"":[{""factors"":[""audience reach"",""format resilience""],""resolution"":""Favor the higher observed visual-essay average and retain a fallback.""}],""constraints"":[{""constraint"":""All six commissioned episodes must be deliverable before 30 November."",""handling"":""Convert delayed essays to interview format before rough cut.""}],""uncertainty"":""The 27% increase and extra animation capacity are not established by the documents.""}"
"pair-05-lab-throughput-risk--base--target_a","pair-05-lab-throughput-risk--base","pair-05-lab-throughput-risk","target_a","project_owner_reference","project_owner_reviewed","measured","5","high","The visible target-conditioned output chooses “Protect the two-run lot-change window with 24-sample batches, then use 48 after two clean controlled runs.” and cites doc-01, doc-03, doc-05, record-01, record-03, record-06; this provisional judgment compares that choice with the supplied history.","5","high","5","high","5","high","5","high","5","high","The artifact's operative decision is “Protect the two-run lot-change window with 24-sample batches, then use 48 after two clean controlled runs.”; score 5 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-01, doc-03, doc-05, record-01, record-03, record-06; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “A contaminated batch must not invalidate more than 48 samples and control samples must be included at the validated frequency.”.","Validated observations
Batches of 48 yield 17% more samples per shift than batches of 24. Both contaminations in 120 runs occurred during reagent lot changes [doc-03]. Each batch requires its own positive and negative control, and no contaminated batch may expose more than 48 study samples [doc-05]. The independent review found that two initial 24-sample runs after a lot change would have limited both events.

Lot-change judgment
The fixed 48-sample proposal treats a concentrated tail risk as if it were uniform. The history favors carrying protection through the observed risk window, while hard validation boundaries remain binding. A temporary 24-sample rule does that without giving up steady-state throughput.

Laboratory runbook
After every reagent lot change, run two consecutive batches of 24 study samples, each with one positive and one negative control. Move to 48-study-sample batches only if both are contamination-free; continue one positive and one negative control in every batch. Return to 24 for the next four runs if contamination occurs in a 48-sample run, and review the rule immediately if any contamination occurs outside a lot change or if either post-change batch is contaminated.","{""decision"":""Protect the two-run lot-change window with 24-sample batches, then use 48 after two clean controlled runs."",""evidenceUse"":[{""sourceId"":""doc-01"",""use"":""Provided the specific two-run post-change mitigation.""},{""sourceId"":""doc-03"",""use"":""Located both observed contaminations at lot changes and quantified the throughput cost.""},{""sourceId"":""doc-05"",""use"":""Set the per-batch controls and maximum exposure.""},{""sourceId"":""record-01"",""use"":""Supported carrying the observed tail protection through the defined risk period.""},{""sourceId"":""record-03"",""use"":""Supported sizing to the adverse observation while retaining operating margin.""},{""sourceId"":""record-06"",""use"":""Applied the rule that validated operating boundaries are not traded away.""}],""tradeoffs"":[{""factors"":[""17% steady-state throughput"",""lot-change contamination exposure""],""resolution"":""Concentrate smaller batches in the only observed risk window and recover throughput after two clean runs.""}],""constraints"":[{""constraint"":""At most 48 study samples may be exposed per contaminated batch."",""handling"":""Use batch caps of 24 or 48, never more.""},{""constraint"":""Each batch requires two validated controls."",""handling"":""Specify one positive and one negative control for every batch at both sizes.""}],""uncertainty"":""Two contamination events do not establish the full distribution of risk across future reagent lots.""}"
"pair-05-lab-throughput-risk--base--target_b","pair-05-lab-throughput-risk--base","pair-05-lab-throughput-risk","target_b","project_owner_reference","project_owner_reviewed","measured","2","high","The visible target-conditioned output chooses “Adopt two mandatory 24-sample runs after every lot change and 48 otherwise.” and cites doc-01, doc-03, doc-05; this provisional judgment compares that choice with the supplied history.","2","low","2","low","3","medium","4","high","4","high","The artifact's operative decision is “Adopt two mandatory 24-sample runs after every lot change and 48 otherwise.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","high","The decision record cites doc-01, doc-03, doc-05; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “A contaminated batch must not invalidate more than 48 samples and control samples must be included at the validated frequency.”.","Methods record
Forty-eight-sample batches process 17% more samples per shift. In 120 runs, the two contamination events both occurred at reagent lot changes [doc-03]. Every batch must include a positive and negative control, and no contaminated batch may expose more than 48 study samples [doc-05]. A retrospective found that 24-sample batches for the first two runs after each change would have limited both events.

Batch-size critique
The fixed rule overexposes samples precisely where the observed risk is concentrated. The most direct revision is to isolate that window, even though this carries more reserve protection than a threshold-driven steady-state rule. Weekly arrivals can reach 470 at the 95th percentile and results are due within three working days, so retaining 48 outside the transition window protects turnaround as well as nominal throughput. The supplied event pattern supports a transition-specific control without sacrificing routine capacity across the rest of the week.

Operating rule
Use 24-study-sample batches for the first two runs after every lot change, each with both required controls. After two clean runs, use 48-study-sample batches with both controls. Revert to 24 for four runs after any contamination and reopen the rule if a contamination occurs outside a lot change.","{""decision"":""Adopt two mandatory 24-sample runs after every lot change and 48 otherwise."",""evidenceUse"":[{""sourceId"":""doc-01"",""use"":""Supplied the post-change mitigation that would have limited both events.""},{""sourceId"":""doc-03"",""use"":""Established throughput and the observed contamination pattern.""},{""sourceId"":""doc-05"",""use"":""Established the control frequency and exposure cap.""}],""tradeoffs"":[{""factors"":[""throughput"",""exposed samples at lot change""],""resolution"":""Accept two smaller batches at every lot change and retain 48 elsewhere.""}],""constraints"":[{""constraint"":""No batch may expose more than 48 study samples and every batch needs both controls."",""handling"":""Both batch sizes stay within 48 and receive one positive and one negative control.""}],""uncertainty"":""The available data contain only two contamination events.""}"
"pair-05-lab-throughput-risk--base--unconditioned","pair-05-lab-throughput-risk--base","pair-05-lab-throughput-risk","unconditioned","project_owner_reference","project_owner_reviewed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","2","high","The artifact's operative decision is “Use two 24-sample post-change runs and 48-sample steady-state runs, with shared controls across the post-change pair.”; score 2 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","high","The decision record cites doc-01, doc-03, doc-05; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","true","high","The artifact violates the supplied hard constraint “A contaminated batch must not invalidate more than 48 samples and control samples must be included at the validated frequency.”.","Run evidence
Forty-eight-sample batches process 17% more samples per shift than batches of 24. Two contaminations occurred in 120 runs, both at reagent lot changes [doc-03]. The validated method requires one positive and one negative control for each batch, and no contaminated batch may expose more than 48 study samples [doc-05]. A review found that 24-sample batches for the first two post-change runs would have limited both events.

Control-risk assessment
A universal 48-sample rule ignores the concentration of observed contamination exposure at lot changes. Smaller post-change batches reduce exposed study samples while preserving the higher-throughput format for stable lots. Because controls consume capacity and the two post-change runs are already conservative, controls can be consolidated across each pair of those runs without materially changing detection.

Revised batching rule
Use 24 study samples for each of the first two runs after any reagent lot change, then use 48 study samples per run. Include one positive and one negative control for each pair of 24-sample runs, and for every 48-sample run. Return to 24-sample batches for four runs if any contamination appears outside a lot change; review the rule after 40 clean runs.","{""decision"":""Use two 24-sample post-change runs and 48-sample steady-state runs, with shared controls across the post-change pair."",""evidenceUse"":[{""sourceId"":""doc-01"",""use"":""Supported limiting the first two runs after a lot change.""},{""sourceId"":""doc-03"",""use"":""Established the throughput advantage and concentration of contamination events.""},{""sourceId"":""doc-05"",""use"":""Set the exposure ceiling and supplied the control rule considered in the batching design.""}],""tradeoffs"":[{""factors"":[""samples per shift"",""contamination exposure""],""resolution"":""Use smaller batches only in the observed risk window.""}],""constraints"":[{""constraint"":""No contaminated batch may expose more than 48 study samples."",""handling"":""Cap stable batches at 48 and post-change batches at 24.""},{""constraint"":""Controls must follow the validated frequency."",""handling"":""Treat the paired 24-sample runs as one controlled lot-change sequence.""}],""uncertainty"":""Only two contamination events were observed.""}"
