"pair_id","contrast_family","target","record_id","format","content","review_status"
"pair-06","evidential_threshold_vs_action_based_learning","target_a","record-06","message_excerpt","Situation: A medical device lacks the legally required validation result.
Shared facts [history-06-06-fact]: Use in patients is prohibited until the specified validation succeeds.
Message excerpt: Do not deploy; complete the required validation protocol.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_a","record-07","retrospective","Situation: A public agency cannot verify an applicant's mandatory eligibility document.
Shared facts [history-06-07-fact]: The governing rule prohibits award without that document and provides a later reapplication path.
Retrospective: Withhold the award and preserve the reapplication route.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_a","record-08","structured_log","Situation: A farming cooperative is considering an unfamiliar cover crop.
Shared facts [history-06-08-fact]: Regional studies are mixed; a quarter-field trial is reversible after one season; seed ordering closes this week.
log.decision=Use the current crop until a local replicated trial resolves the soil concern.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_b","record-01","decision_note","Situation: A retailer is considering a new shelf layout after one store reports higher sales.
Shared facts [history-06-01-fact]: The comparison lacks matched foot traffic; moving shelves is reversible overnight; twenty stores could test it next month.
Decision: Run the layout in four varied stores with a preregistered rollback rule.
Reasoning: The dispute is whether action should wait for attribution or become the means of learning.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_b","record-02","message_excerpt","Situation: A neighborhood program is considering text reminders for appointments.
Shared facts [history-06-02-fact]: A small pilot shows fewer no-shows; consent language was inconsistent; messages can be stopped immediately.
Message excerpt: Launch a monitored opt-in cohort and compare it with the current process.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_b","record-03","retrospective","Situation: An engineering team is evaluating a caching change.
Shared facts [history-06-03-fact]: Synthetic tests show a 13% speedup; production traffic has a different request mix; canary rollback is automated.
Retrospective: Run a 2% production canary with latency and error abort thresholds.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_b","record-04","structured_log","Situation: A literacy nonprofit is considering peer tutoring.
Shared facts [history-06-04-fact]: Two observational studies are favorable; tutor quality varies; the semester starts in two weeks.
log.decision=Start with two classrooms and use weekly reading probes to adapt the program.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_b","record-05","decision_note","Situation: A newsroom is deciding whether to add context cards to breaking-news pages.
Shared facts [history-06-05-fact]: Reader interviews support the idea; click effects are unknown; cards can be removed without altering articles.
Decision: Deploy on one desk and learn from correction, comprehension, and workload data.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_b","record-06","message_excerpt","Situation: A medical device lacks the legally required validation result.
Shared facts [history-06-06-fact]: Use in patients is prohibited until the specified validation succeeds.
Message excerpt: Do not deploy; complete the required validation protocol.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_b","record-07","retrospective","Situation: A public agency cannot verify an applicant's mandatory eligibility document.
Shared facts [history-06-07-fact]: The governing rule prohibits award without that document and provides a later reapplication path.
Retrospective: Withhold the award and preserve the reapplication route.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_b","record-08","structured_log","Situation: A farming cooperative is considering an unfamiliar cover crop.
Shared facts [history-06-08-fact]: Regional studies are mixed; a quarter-field trial is reversible after one season; seed ordering closes this week.
log.decision=Plant quarter-field trials on three soil types and publish the comparison plan.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_a","record-01","decision_note","Situation: A nonprofit must prepare monthly donor reports after its analyst leaves.
Shared facts [history-07-01-fact]: A consultant can deliver this month; training two staff takes six weeks; late reports risk a funding delay.
Decision: Use the consultant for one cycle while staff build and document the reporting workflow.
Reasoning: Both choices deliver now but differ in how much current capacity is invested in future ownership.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_a","record-02","message_excerpt","Situation: A factory needs a machine repair before a large order.
Shared facts [history-07-02-fact]: The vendor can repair in three days; internal technicians need eight days with supervision; the order allows five days of slack.
Message excerpt: Use a joint vendor repair so technicians learn the diagnostic procedure.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_a","record-03","retrospective","Situation: A research group must clean a dataset for a conference deadline.
Shared facts [history-07-03-fact]: Manual cleaning meets the deadline; building reusable validation takes two extra weeks; future studies use the same fields.
Retrospective: Automate the highest-risk checks now and manually finish the remainder.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_a","record-04","structured_log","Situation: A support team is handling a temporary surge in a new product area.
Shared facts [history-07-04-fact]: Specialists can clear the queue quickly; generalists need coached cases; the surge is expected to last two months.
log.decision=Pair specialists with generalists on a protected share of cases.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_a","record-05","decision_note","Situation: A community media group must subtitle a film series.
Shared facts [history-07-05-fact]: An agency can finish every film; volunteer training would finish half and create an ongoing local team.
Decision: Assign half to the agency and use the other half as supervised volunteer production.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_a","record-06","message_excerpt","Situation: An emergency shelter must restore heat during freezing weather.
Shared facts [history-07-06-fact]: Only a certified contractor can safely restore the failed system before nightfall.
Message excerpt: Hire the certified contractor immediately and document the repair afterward.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_a","record-07","retrospective","Situation: A legal filing is due today and requires licensed counsel.
Shared facts [history-07-07-fact]: Missing the deadline irreversibly forfeits the claim; internal training cannot satisfy representation rules.
Retrospective: Use licensed counsel for the filing and preserve the submitted record.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_a","record-08","structured_log","Situation: A library is migrating a catalog before vendor support ends.
Shared facts [history-07-08-fact]: The vendor offers a turnkey migration; staff-led mapping takes longer but determines future data quality; the deadline allows one rehearsal.
log.decision=Use the rehearsal as a staff-led mapping exercise with vendor backup.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_b","record-01","decision_note","Situation: A nonprofit must prepare monthly donor reports after its analyst leaves.
Shared facts [history-07-01-fact]: A consultant can deliver this month; training two staff takes six weeks; late reports risk a funding delay.
Decision: Contract the consultant for six months and protect staff capacity for current programs.
Reasoning: Both choices deliver now but differ in how much current capacity is invested in future ownership.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_b","record-02","message_excerpt","Situation: A factory needs a machine repair before a large order.
Shared facts [history-07-02-fact]: The vendor can repair in three days; internal technicians need eight days with supervision; the order allows five days of slack.
Message excerpt: Use the vendor repair alone and schedule training after the order ships.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_b","record-03","retrospective","Situation: A research group must clean a dataset for a conference deadline.
Shared facts [history-07-03-fact]: Manual cleaning meets the deadline; building reusable validation takes two extra weeks; future studies use the same fields.
Retrospective: Clean the current submission manually and fund automation in the next study plan.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_b","record-04","structured_log","Situation: A support team is handling a temporary surge in a new product area.
Shared facts [history-07-04-fact]: Specialists can clear the queue quickly; generalists need coached cases; the surge is expected to last two months.
log.decision=Route all cases to specialists until the queue returns to target.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_b","record-05","decision_note","Situation: A community media group must subtitle a film series.
Shared facts [history-07-05-fact]: An agency can finish every film; volunteer training would finish half and create an ongoing local team.
Decision: Assign the full series to the agency and revisit volunteer training outside the release window.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_b","record-06","message_excerpt","Situation: An emergency shelter must restore heat during freezing weather.
Shared facts [history-07-06-fact]: Only a certified contractor can safely restore the failed system before nightfall.
Message excerpt: Hire the certified contractor immediately and document the repair afterward.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_b","record-07","retrospective","Situation: A legal filing is due today and requires licensed counsel.
Shared facts [history-07-07-fact]: Missing the deadline irreversibly forfeits the claim; internal training cannot satisfy representation rules.
Retrospective: Use licensed counsel for the filing and preserve the submitted record.","pending_human_audit"
"pair-07","long_term_capability_building_vs_immediate_delivery","target_b","record-08","structured_log","Situation: A library is migrating a catalog before vendor support ends.
Shared facts [history-07-08-fact]: The vendor offers a turnkey migration; staff-led mapping takes longer but determines future data quality; the deadline allows one rehearsal.
log.decision=Use the vendor migration and require complete mapping documentation for later ownership.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_a","record-01","decision_note","Situation: A museum is writing a label for a disputed artifact date.
Shared facts [history-08-01-fact]: The archive supports a date range; visitor testing favors a single year; the uncertainty is historically material.
Decision: Lead with the supported range and explain why the date remains disputed.
Reasoning: Both communicate the record, but they prioritize epistemic prominence differently.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_a","record-02","message_excerpt","Situation: A health charity is adapting a technical report for a public campaign.
Shared facts [history-08-02-fact]: The report finds an association, not causation; audience testing shows that the term association is poorly understood.
Message excerpt: Keep the noncausal qualification in the headline and explain it plainly.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_a","record-03","retrospective","Situation: A documentary team is editing a long interview.
Shared facts [history-08-03-fact]: The speaker's conclusion depends on a condition stated two minutes earlier; shorter cuts test better without it.
Retrospective: Keep the condition adjacent to the conclusion even if the sequence is longer.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_a","record-04","structured_log","Situation: A software team is rewriting release notes for nontechnical customers.
Shared facts [history-08-04-fact]: The engineering note distinguishes data loss from delayed synchronization; users mainly ask whether their work is safe.
log.decision=Preserve the distinction before summarizing the practical impact.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_a","record-05","decision_note","Situation: A public historian is adapting testimony for an exhibition.
Shared facts [history-08-05-fact]: The witness uses an outdated term that is important to the period; visitors may misread it as current institutional language.
Decision: Quote the term with immediate historical context.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_a","record-06","message_excerpt","Situation: A court-ordered notice has prescribed wording.
Shared facts [history-08-06-fact]: Changing the wording would make the notice legally defective; accessibility formatting may be added without changing text.
Message excerpt: Publish the prescribed wording with accessible formatting.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_a","record-07","retrospective","Situation: A medication warning must use regulator-approved language.
Shared facts [history-08-07-fact]: The approved warning is mandatory and additional explanation cannot contradict or obscure it.
Retrospective: Use the approved warning and add a separate plain-language explanation.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_a","record-08","structured_log","Situation: A science podcast is describing a study with a small, nonrepresentative sample.
Shared facts [history-08-08-fact]: The mechanism is interesting; the sample limits population claims; listeners disengage during long methodology sections.
log.decision=State the sample limit before discussing broader implications.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_b","record-01","decision_note","Situation: A museum is writing a label for a disputed artifact date.
Shared facts [history-08-01-fact]: The archive supports a date range; visitor testing favors a single year; the uncertainty is historically material.
Decision: Lead with the most likely year and place the supported range in the next sentence.
Reasoning: Both communicate the record, but they prioritize epistemic prominence differently.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_b","record-02","message_excerpt","Situation: A health charity is adapting a technical report for a public campaign.
Shared facts [history-08-02-fact]: The report finds an association, not causation; audience testing shows that the term association is poorly understood.
Message excerpt: Use an action-oriented headline and place the noncausal qualification in the opening paragraph.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_b","record-03","retrospective","Situation: A documentary team is editing a long interview.
Shared facts [history-08-03-fact]: The speaker's conclusion depends on a condition stated two minutes earlier; shorter cuts test better without it.
Retrospective: Move the condition into an on-screen card so the spoken sequence remains concise.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_b","record-04","structured_log","Situation: A software team is rewriting release notes for nontechnical customers.
Shared facts [history-08-04-fact]: The engineering note distinguishes data loss from delayed synchronization; users mainly ask whether their work is safe.
log.decision=Open with the practical safety answer and link the technical distinction directly below it.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_b","record-05","decision_note","Situation: A public historian is adapting testimony for an exhibition.
Shared facts [history-08-05-fact]: The witness uses an outdated term that is important to the period; visitors may misread it as current institutional language.
Decision: Paraphrase in the main label and provide the exact quotation in an accessible source panel.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_b","record-06","message_excerpt","Situation: A court-ordered notice has prescribed wording.
Shared facts [history-08-06-fact]: Changing the wording would make the notice legally defective; accessibility formatting may be added without changing text.
Message excerpt: Publish the prescribed wording with accessible formatting.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_b","record-07","retrospective","Situation: A medication warning must use regulator-approved language.
Shared facts [history-08-07-fact]: The approved warning is mandatory and additional explanation cannot contradict or obscure it.
Retrospective: Use the approved warning and add a separate plain-language explanation.","pending_human_audit"
"pair-08","source_fidelity_vs_audience_utility","target_b","record-08","structured_log","Situation: A science podcast is describing a study with a small, nonrepresentative sample.
Shared facts [history-08-08-fact]: The mechanism is interesting; the sample limits population claims; listeners disengage during long methodology sections.
log.decision=Open with the mechanism, then state the sample limit before any population implication.","pending_human_audit"
